type,language,url,title,creators,source/applicant,publication_date,abstract,keywords 
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108601&_cid=P10-L3TXGX-54087-9,IMAGE CROP,"XU, Shaoyuan","HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",27.05.2022,A saliency map of an image is generated. Saliency regions of the saliency map are identified. The saliency regions are merged into a combined saliency region. Candidate image crops of the image are generated based on the combined saliency region. An image crop of the image is selected from the candidate image crops using a machine learning model.,"['G06T', '7/11']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108556&_cid=P10-L3TXGX-54087-9,A TIRE MONITORING SYSTEM,"OZDEMIR, Volkan",BRISA BRIDGESTONE SABANCI LASTIK SANAYI VE TICARET ANONIM SIRKETI,27.05.2022,"The present invention is a tire monitoring system (10) for detecting abnormalities in tires (310) of land vehicles (300). Accordingly, the subject matter tire monitoring system (10) is characterized by comprising an image sensor (140) for capturing the image of the tire positioned at the vehicle (300) body in a manner facing the tire, and a processor unit (110) associated with the image sensor (140) in order to take the images captured by said image sensor (140) and in order to detect whether the tire is compliant to predetermined criteria which exist in a memory unit (120).","['B60C', '23/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108541&_cid=P10-L3TXGX-54087-9,A PIZZA BOX,"TOSUN, Hasan","TOSUN, Hasan",27.05.2022,"A pizza box (100) comprising a base layer (101), a uniform lid (102) integrated to the said base layer (101), lateral closing walls (103) and a back wall (106) and a safety lock system which prevents the box from being opened by a third person; wherein; it comprises at least one lock click (200) which has the folding levels (204) structured on the said lid (102) and / or the base layer (101), foldable / unfoldable lock wings (201) of the said lock click (200) and at least one lock housing (300) into which lock wings (201) of the said lock click (200) are inserted in a folded manner.","['B65D', '5/20']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108571&_cid=P10-L3TXGX-54087-9,A SYSTEM FOR RECEIVING INTEREST YIELD IN ADVANCE,"YILMAZ, Irem",TURKIYE GARANTI BANKASI ANONIM SIRKETI,27.05.2022,The present invention relates to a system (1) for helping customers (U) who are in need of cash money by enabling customers (U) having savings in banks (B) such as bill and/or bond to receive the amount of interest to be yielded by their assets before the maturity date.,"['G06Q', '40/02']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108976&_cid=P10-L3TXGX-54087-9,ANTI-GPA33 MULTI-SPECIFIC ANTIBODIES AND USES THEREOF,"SANTICH, Brian H.",MEMORIAL SLOAN KETTERING CANCER CENTER,27.05.2022,"The present disclosure relates generally to immunoglobulin-related compositions (e.g., multi-specific antibodies or antigen binding fragments thereof) that can bind to the GPA33 protein. The multi-specific antibodies of the present technology are useful in methods for detecting and treating a GPA33 -associated cancer in a subject in need thereof.","['C07K', '16/30']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109066&_cid=P10-L3TXGX-54087-9,COMPOUNDS FOR THE TREATMENT OF ACUTE AND CHRONIC KIDNEY DISEASE,"SUTO, Mark, J.",SOUTHERN RESEARCH INSTITUTE,27.05.2022,"The present disclosure is concerned with biaryl aminomaleimide compounds for the treatment of disorders associated with heme oxygenase-1 (HO-1) signaling dysfunction such as, for example, kidney diseases ( e.g., chronic kidney disease, acute kidney injury). This abstract is intended as a scanning tool for purposes of searching in the particular art and is not intended to be limiting of the present invention.","['C07D', '207/02']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109081&_cid=P10-L3TXGX-54087-9,CONSUMER PRODUCT COMPRISING BIODEGRADABLE DELIVERY PARTICLES,"FERNANDEZ-PRIETO, Susana",THE PROCTER & GAMBLE COMPANY,27.05.2022,A consumer product composition including a biodegradable delivery particle having a benefit agent containing core and a shell.,"['B01J', '13/16']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108991&_cid=P10-L3TXGX-54087-9,SYSTEMS AND METHODS FOR PROVIDING AN ADJUSTABLE CLIMBING WALL,"SPEED, Boone","GRASSHOPPER INDUSTRIES, LLC",27.05.2022,"Systems and methods for providing climbing walls are discussed. While such systems and methods can include any suitable component, in some cases, they include a climbing wall that has a base member and a climbing surface that includes at least one climbing hold. In some cases, the climbing surface is pivotally connected to the base member. Additionally, in some cases, the system includes an anchor that is configured to adjustably retain the climbing surface at an angle with respect to the base member. In some cases, the system further includes a camera, microphone, and/or display that are configured to allow a climber to have audio and/or visual interactions with another person in a remote location (e.g., for training, competition, etc.). In some cases, at least one climbing hold on the climbing surface comprises a sensor that is configured to indicate when a climber has used that hold. Other implementations are described.","['A63B', '69/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109036&_cid=P10-L3TXGX-54087-9,SYSTEMS AND METHODS FOR ELECTROMAGNETIC TREATMENT OF PLANTS,"CORDOVA, Jacob","BRIGHT YETI, INC.",27.05.2022,"Disclosed herein are methods and systems for electromagnetic treatment of a plant and/or seed. The electromagnetic treatment can improve or modify plant and/or seed growth, development, chemical profile, appearance, tolerances, etc. The electromagnetic treatment can also reduce plant and/or seed pests.","['A01G', '7/04']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109006&_cid=P10-L3TXGX-54087-9,MEDICAL TUBE CLEARANCE DEVICE,"CHESNIN, Kenneth","CLEARFLOW, INC.",27.05.2022,"Methods and devices for actuating a clearance device to clear obstructive debris from medical tubes are disclosed. More particularly, a shuttle that includes a first primary magnetic element that is adapted to magnetically engage and translate a magnetic guide within a tube is disclosed. The first primary magnetic element is aligned so that a first primary magnetic field emanating therefrom is aligned substantially perpendicular to a longitudinal axis of the tube when viewed from a side of the shuttle.","['A61M', '1/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109051&_cid=P10-L3TXGX-54087-9,"EDDY CURRENT BRAKE APPRATUS, SYSTEMS, AND RELATED METHODS FOR USE WITH ACTUATORS HAVING A FAIL-SAFE MODE OF OPERATION","ARMSTRONG, Leonard T.",NELES USA INC.,27.05.2022,"Aspects of the disclosure provide an electric actuator including a first driving source coupled to an output through a first pathway created by a transmission, a second driving source coupled to the output though a second pathway created by the transmission that, upon the electric actuator losses electrical power to the electric actuator, causes the output to be positioned at a fail-safe position, a differential coupled to the first driving source and the second driving source through a third pathway created by the transmission to store energy from the first driving source in the second driving source, and an eddy current brake coupled to the output through the transmission that reduces a speed at which the second driving source moves the output to the fail-safe position.","['F16H', '48/20']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022109021&_cid=P10-L3TXGX-54087-9,"CATHETERS HAVING SHAPED DISTAL PORTIONS, AND ASSOCIATED SYSTEMS AND METHODS","DOLENDO, Edward Enriquez","INARI MEDICAL, INC.",27.05.2022,"Disclosed herein are aspiration guide catheters having a pre-shaped distal portion configured to deflect away from a longitudinal axis of the catheter, and associated systems and methods. In some embodiments, an aspiration guide catheter includes an inner liner defining a lumen and having a proximal region and a distal region. The catheter further includes a braid of wires over the inner liner, and a wire coiled around the braid over at least a portion of the distal region of the inner liner. At least a portion of the braid over the distal region of the inner liner is configured to deflect away from a longitudinal axis of the proximal region. The catheter can further include an outer sheath over the braid, the wire, and the inner liner.","['A61M', '25/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022108961&_cid=P10-L3TXGX-54087-9,MEDICAL DEVICE FOR PREVENTING REFLUX IN THE CERVIX,"FALKNER, Peter, T.","INNOMED ONE, LLC",27.05.2022,"A medical device operable to prevent reflux in the cervix is disclosed. The device comprises a shield operable to cover the external os and an arm operable to penetrate the endocervical canal with a bore extending therethrough, wherein the arm includes a sleeve containing a fluid that is operable to conform to the contours of the inner lining of the endocervical canal, thus creating a strong, more efficient fluid-tight seal between the device and the surrounding tissue.","['A61B', '17/43']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104402&_cid=P10-L3TXGX-54087-9,SYSTEM UND VERFAHREN ZUR BELÜFTUNG UND/ODER ZUM RAUCH- UND WÄRMEABZUG EINES GEBÄUDES,"GRASL, Hartwig",GRASL PNEUMATIC-MECHANIK GMBH,27.05.2022,"Die Erfindung betrifft ein System und ein dazugehöriges Verfahren zur Belüftung und/oder zum Rauch- und Wärmeabzug eines Gebäudes umfassend zumindest ein Rauch- und Wärmeabzugselement (RWA-Element) mit mindestens einer Be tätigungseinrichtung und zumindest einer Druckleitung, die mit der Betätigungs einrichtung verbunden ist, wobei die Betätigungseinrichtung zumindest einen Thermoauslöser (1) mit zumindest einem Ventil (V) umfasst, wobei das Ventil (V) einen Ventilraum (10) aufweist, von dem eine Verbindung (12) zur Druckleitung, eine Verbindung zu einer Öffnungsleitung (13a) des RWA-Elements und eine Verbindung zu einem Treibmittelbehälter führt, wobei im Ventilraum (10) ein Ven tilkörper (14) vorgesehen ist. Aufgabe der vorliegenden Erfindung ist es, dass auch im Störungsfall bei fehlgeschlagener Auslösung durch den Thermoauslöser eine Öffnung des Rauch- und Wärmeabzugselements sichergestellt ist. Diese Aufgabe wird dadurch gelöst, dass bei Auslösen des Thermoauslöser (1) der Ventilkörper (14), durch das Strömen von Treibmittel von dem Treibmittelbehälter in die Öff nungsleitung (13a) des RWA-Elements, bewegbar ist und eine Verbindung (12) zur Druckleitung durch den Ventilkörper (14) verschließbar ist.","['F24F', '11/34']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104432&_cid=P10-L3TXGX-54087-9,VENT AND AAV ARRANGEMENT FOR PATIENT INTERFACE,"SHANMUGA SUNDARA, Shiva Kumar",RESMED PTY LTD,27.05.2022,A patient interface to deliver a flow of air at a positive pressure to ameliorate sleep disordered breathing includes a seal-forming structure forming at least a portion of a plenum chamber pressurizable to a therapeutic pressure and a vent and AAV arrangement. The vent and AAV arrangement is configured to regulate flow therethrough to (1) provide a vent flow path when pressure in the plenum chamber is above a predetermined magnitude and (2) provide a breathable flow path when pressure in the plenum chamber is below the predetermined magnitude or not delivered. The vent and AAV arrangement includes an AAV member including a flap portion structured and arranged to regulate flow through a port. The flap portion includes a plurality of vent holes therethrough.,"['A61M', '16/06']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104477&_cid=P10-L3TXGX-54087-9,SYSTEM AND METHOD FOR OPERATING ROOM HUMAN TRAFFIC MONITORING,"RUDZICZ, Frank",SURGICAL SAFETY TECHNOLOGIES INC.,27.05.2022,"Systems and methods for traffic monitoring in an operating room are disclosed herein. Video data of an operating room is received, the video data captured by a camera having a field of view for viewing movement of a plurality of individuals in the operating room during a medical procedure. An event data model is stored, the model including data defining a plurality of possible events within the operating room is stored. The video data is processed to track movement of objects within the operating room, the objects including at least one body part, and the processing using at least one detector trained to detect a given type of the objects. A likely occurrence of one of the possible events is determined based on the tracked movement.","['G06V', '20/52']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104462&_cid=P10-L3TXGX-54087-9,AUTOMATIC AND SEMI-AUTOMATIC TRAFFIC CONFIGURATION SYSTEM,"EICHEL, Justin Alexander",MIOVISION TECHNOLOGIES INCORPORATED,27.05.2022,There is provided a method of refining a configuration for analyzing video. The method includes deploying the configuration to at least one device positioned to capture video of a scene; receiving data from the at least one device; using the data to automatically refine the configuration; and deploying a refined configuration to the at least one device. There is also provided a method for automatically generating a configuration for analyzing video. The method includes deploying at least one device without an existing configuration; running at least one computer vision algorithm to detect vehicles and assign labels; receiving data from the at least one device; automatically generating a configuration; and deploying the configuration to the at least one device.,"['H04N', '5/232']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104417&_cid=P10-L3TXGX-54087-9,AN ASSEMBLY FOR AN ELECTRIC VEHICLE CHARGER,"WALSH, Bernard Brian",TRITIUM HOLDINGS PTY LTD,27.05.2022,"An assembly for an electric vehicle charger. The assembly comprising an electric vehicle charger housing having a first side wall, a second side wall and a porous membrane providing gas communication between an interior and exterior of the housing. Arranged within the housing are one or more electronics modules, an output circuit, and a heat exchanger. The assembly also includes a first air channel located between the one or more electronics modules and the first side wall of the housing, the first air channel being in fluid communication with the output circuit and the heat exchanger, and a second air channel located between the one or more electronics modules and the second side wall of the housing, the second air channel being in fluid communication with the output circuit and the heat exchanger.","['B60L', '53/302']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104447&_cid=P10-L3TXGX-54087-9,ENHANCED ADHESIVE LENS COVER SET AND GASKET THEREFOR,"KAELIN, Dylan","KAELIN, Dylan",27.05.2022,"An enhanced adhesive lens cover set for use with a wearable viewing lens such as goggles or a helmet. The lens includes alignment means in proximity to the outer circumference. The laminated plurality of disposable lens covers has a pliable gasket disposed on a rearward surface thereof for adhesive attachment to the viewing lens inside of the alignment means. A releasable gasket for use with a prior art lens cover set is also disclosed. The gasket is of a deformable thickness, to minimize the likelihood of a breach of the circumferential seal between the lens cover set and the viewing lens when the disposable lens covers are peeled away.","['G02C', '3/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104612&_cid=P10-L3TXGX-54087-9,"DATA DISTRIBUTION FLOW CONFIGURATION METHOD AND APPARATUS, ELECTRONIC DEVICE, AND STORAGE MEDIUM","WANG, Minglong","BOE TECHNOLOGY GROUP CO., LTD.",27.05.2022,"A data distribution flow configuration method and apparatus, an electronic device, and a storage medium. The method comprises: in response to detecting a trigger operation representing creating a service flow of a data distribution service, displaying a workbench of the service flow (41), the workbench comprising an area for displaying node plug-ins and an area for displaying a canvas; in response to detecting a trigger operation representing dragging node plug-ins to the canvas, obtaining a plurality of node plug-ins of the service flow (42); and in response to detecting a trigger operation representing connecting the node plug-ins, obtaining configuration information of the service flow, the configuration information being a data distribution flow from a data source end to a data receiving end (43). Device data of the data source end can be distributed to a variety of different receiving ends according to the configuration information, and thus a user does not need to pay attention to the specific implementation logic to complete rule configuration.","['G06F', '8/34']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104492&_cid=P10-L3TXGX-54087-9,OPTICAL MONITORING SYSTEM AND RADIOTHERAPY EQUIPMENT,"YAN, Hao",OUR UNITED CORPORATION,27.05.2022,"An optical monitoring system provided by the present application comprises an optical pattern projection apparatus, an optical component, and an image sensor; the optical pattern projection apparatus projects an optical pattern to a projection area on a body surface of a patient; the optical component is used for expanding an optical visual field and receiving optical pattern information obtained by reflecting the optical pattern by means of the projection area, and imaging of the optical pattern information is formed on a reflection surface of the optical component; a photographing area of the image sensor covers the reflection surface of the optical component and obtains the imaging of the optical pattern information on the optical component. According to the optical monitoring system, by using reflection of the optical pattern information by the optical component expanding the optical visual field, the image sensor can still completely photograph the optical pattern information under a limited field of view; the photographing area of the image sensor covers the reflection surface of the optical component to obtain complete optical pattern information, thereby accurately monitoring a motion state of the body surface of the patient. The present application also provides radiotherapy equipment comprising the optical monitoring system.","['A61B', '6/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104597&_cid=P10-L3TXGX-54087-9,POLARIZATION-INSENSITIVE OPTICAL PARAMETRIC AMPLIFIER FOR RADIALLY POLARIZED LIGHT AND AMPLIFICATION METHOD,"ZHONG, Haizhe",SHENZHEN UNIVERSITY,27.05.2022,"A polarization-insensitive optical parametric amplifier for radially polarized light, comprising: a laser module (1) and a nonlinear crystal (2) that satisfies type II phase matching or type II quasi-phase-matching, wherein the laser module (1) is used to generate two paths of laser light respectively being pump light (3) and arbitrarily polarized signal light (4), wavelengths of the pump light (3) and the signal light (4) are degenerate or nearly degenerate, and the nonlinear crystal (2) is provided on an outgoing light path of the laser module (1) so as to perform optical parametric amplification on the signal light (4) by using the pump light (3). The optical parametric amplifier is insensitive to polarization of the signal light (4), that is, regardless of what polarization the signal light (4) is subjected to, the power of signal light (5) obtained after being amplified by the nonlinear crystal (2) by means of the pump light (3) is only related to the power of the signal light (4) before amplification and is not related to the polarization of the signal light (4) before amplification; moreover, the optical parametric amplifier can be used to perform parametric amplification on a vector beam such as radially polarized light, so as to obtain radially polarized ultrashort pulse laser light having high peak power.","['H01S', '3/08']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104582&_cid=P10-L3TXGX-54087-9,"DISPLAY SUBSTRATE, FABRICATION METHOD THEREFOR, AND LIQUID CRYSTAL DISPLAY PANEL","LI, Yajun","BOE TECHNOLOGY GROUP CO., LTD.",27.05.2022,"Disclosed are a display substrate, a fabrication method therefor, and a liquid crystal display panel. The display substrate is used as a light exit side substrate of the liquid crystal display panel, wherein the display substrate comprises: a color filter layer disposed on a base; at least one cover layer located on the side of the color filter layer away from the base, the at least one cover layer comprising a first cover layer arranged in contact with the color filter layer; at least one optical compensation layer, wherein each of the at least one optical compensation layer is located on the side of the first cover layer away from the base, and is used for compensating for the phase retardation of light emitted from a liquid crystal layer of the liquid crystal display panel; and a spacer, the spacer being located on the side of the first cover layer away from the base, and being in contact with one of the at least one cover layer.","['G02F', '1/1335']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104552&_cid=P10-L3TXGX-54087-9,"FINGER VEIN IMAGE-BASED AUTHENTICATION METHOD AND APPARATUS, DEVICE AND STORAGE MEDIUM","LIAN, Jiawei","YANGZHONG INTELLIGENT ELECTRICAL INSTITUTE, NORTH CHINA ELECTRIC POWER UNIVERSITY",27.05.2022,"An embodiment of the present disclosure provides a finger vein image-based authentication method and apparatus, a device, and a storage medium. The embodiment of the present disclosure: determines a first quantity of finger vein intersection points and a second quantity of finger vein endpoints in the finger vein image to be recognized, and the sum of the first quantity and the second quantity; determines a finger vein image to be matched which corresponds to the finger vein image to be recognized according to the first quantity, the second quantity, the sum, and a finger vein intersection point quantity, a finger vein endpoint quantity and a total quantity which correspond to each pre-stored finger vein image; and determines, according to the finger vein image to be matched, whether the finger vein image to be recognized passes authentication. According to the embodiment of the present disclosure, the matching range is reduced, the matching efficiency is improved, and the user experience is improved.","['G06K', '9/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104567&_cid=P10-L3TXGX-54087-9,ENVIRONMENT-FRIENDLY DEVICE FOR DISSIPATING HEAT DISSIPATED BY COMPUTER DISPLAY SCREEN,"XU, Manchun","HANGZHOU YINGDONG TECHNOLOGY CO., LTD.",27.05.2022,"An environment-friendly device for dissipating heat dissipated by a computer display screen, comprising a housing (1). A rotating shaft (2) is movably connected to the lower end of the housing; a gear (3) is fixedly connected to the upper end of the rotating shaft; a guide column (4) is fixedly connected to the upper end of the gear; a fan (5) is fixedly connected to the upper end of the guide column and located at the upper end of the housing; the left end of the gear is engaged with an inner concave gear (6); a limiting block (7) is fixedly connected to the left end of the inner concave gear; a supporting block (8) is movably connected to the outer surface of the limiting block. The rotation of the rotating shaft drives the guide column to rotate, and the rotation of the guide column drives the fan to rotate, so that hot air at the upper end of the fan is blown by the fan and thus is dissipated, and a heat dissipating port at the lower end of the display screen is filled with cold air at other places; therefore, under the effect of the fan, air at the lower end of the display screen is subjected to convection, and thus the effect of dissipating heat of a display screen is achieved.","['H05K', '7/20']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104522&_cid=P10-L3TXGX-54087-9,COMPUTER BUS CABLE SMART MANUFACTURING APPARATUS,"ZHENG, Lianzeng","HANGZHOU ZHIKE TECHNOLOGY CO., LTD",27.05.2022,"The present invention relates to the technical field of computer devices. Disclosed is a computer bus cable smart manufacturing apparatus, comprising a support frame, fixing plates fixedly mounted on the upper and lower ends of the support frame, resistor grooves provided on the surface of the fixing plates, resistors strips fixedly mounted within the resistor grooves, measuring blocks slidably connected to the front end of the resistor strips within the resistor grooves, compression springs fixedly mounted at the end of the measuring blocks in proximity to the edge of the fixing plates, electromagnets fixedly mounted on the edge of the surface of the fixing plates, and resetting springs fixedly mounted at one end of the electromagnets. The computer bus cable smart manufacturing apparatus is capable of organizing multiple data cables at the same time, is capable of adjusting the aperture of a fixing apparatus so as to organize data cables of different types and sizes, winding an excessively long data cable, and adjusting the winding speed on the basis of the length of the data cable being wound, thus avoiding potential safety hazards caused by the data cable breaking as a result of an overly fast winding speed.","['B65H', '49/34']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104507&_cid=P10-L3TXGX-54087-9,MARKET PUBLICITY DEVICE FOR DIGITAL CULTURAL CREATIVES,"ZHENG, Qihui","HANGZHOU ANBO ARTS AND CRAFTS CO., LTD",27.05.2022,"A market publicity device for digital cultural creatives, comprising a bottom housing (1). A motor (2) is connected to the left end of the bottom housing (1). A first rotating disc (3) is connected to the right side of motor (2). A second rotating disc (4) is connected to the front side of the first rotating disc (3). A horizontal shaft (5) is connected at the axis of the second rotating disc (4). A first bevel gear (6) is connected to the outer surface of the horizontal shaft (5). A second bevel gear (7) is meshed with the top end of the first bevel gear (6). A first vertical shaft (8) is connected to the top end of the second bevel gear (7). A second vertical shaft is connected to the rear of first vertical shaft (8). A limiting plate is connected to the outer surface of the second vertical shaft. The first rotating disc (3) drives the second rotating disc (4) to rotate. The second rotating disc (4) drives the bevel gears (6, 7) to rotate. The bevel gears (6, 7) drive the first vertical shaft (8) to rotate. The first vertical shaft (8) drives a publicity board (9) to rotate. The second vertical shaft drives the limiting plate to rotate. The rear end of a brush plate moves within a limiting groove to drive the entire brush plate to move back and forth. The rotation of the limiting plate and the publicity board (9) can ensure that the frond end of the brush plate is in constant contact with the side surface of the publicity board (9) for cleaning.","['G09F', '15/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104537&_cid=P10-L3TXGX-54087-9,PUNCTURE NEEDLE SEAT,SUZHOU LEAPMED HEALTHCARE CORPORATION,SUZHOU LEAPMED HEALTHCARE CORPORATION,27.05.2022,"A puncture needle seat, comprising: a first connecting part (2) configured to fix a puncture needle protective sleeve, a handheld part (1), and a second connecting part (3). Two ends of the handheld part (1) are respectively connected to the first connecting part (2) and the second connecting part (3), and the handheld part (1) is integrally cylindrical. The cross section of the handheld part (1) is polygonal, and a joint between every two adjacent side surfaces of the handheld part (1) is recessed towards the center of the handheld part (1) to form a groove (11), so as to facilitate holding. By configuring the shape of the handheld part (1) to be of a cylindrical structure, medical staff can conveniently grasp and operate the device. The handheld part (1) has a recognition block capable of quickly distinguishing types of puncture needles, and effective operation time is saved.","['A61B', '17/34']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104687&_cid=P10-L3TXGX-54087-9,SYSTEMS AND METHODS FOR INDICATION OF PHASE TRACKING REFERENCE SIGNAL-DEMODULATION REFERENCE SIGNAL ASSOCIATION,"MEI, Meng",ZTE CORPORATION,27.05.2022,Presented are systems and methods for indicating phase tracking reference signal-demodulation reference signal (PTRS-DMRS) association. A wireless communication device may receive a scheduling grant to trigger a first group of physical uplink shared channel (PUSCH) transmission occasions and a second group of PUSCH transmission occasions from a wireless communication node. The scheduling information carried by the scheduling grant may at least include port association information of PTRS-DMRS. The port association information may comprise a first port association for the first group of PUSCH transmission occasions and a second port association for the second group of PUSCH transmission occasions. The second port association may be at least associated with a portion of the scheduling information which is at least for the first group of PUSCH transmission occasions.,"['H04L', '1/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104657&_cid=P10-L3TXGX-54087-9,"DOWNLINK CONTROL INFORMATION SCRAMBLING METHOD AND APPARATUS, COMMUNICATION DEVICE, AND STORAGE MEDIUM","LIU, Yang","BEIJING XIAOMI MOBILE SOFTWARE CO., LTD.",27.05.2022,"Embodiments of the present disclosure relate to a downlink control information (DCI) information scrambling method and apparatus, a communication device, and a storage medium. The method comprises: in response to DCI scheduling a paging message of the same type, scrambling a cyclic redundancy check (CRC) of the DCI by using a scrambling identifier associated with a radio resource control (RRC) connected state paging message of a user equipment (UE) associated with the paging message.","['H04L', '5/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104702&_cid=P10-L3TXGX-54087-9,"DISPLAY PANEL AND MANUFACTURING METHOD THEREFOR, AND DISPLAY APPARATUS","HUANG, Yao","BOE TECHNOLOGY GROUP CO., LTD.",27.05.2022,"Provided are a display panel and a manufacturing method therefor, and a display apparatus. A display region of the display panel comprises a first display region and a second display region, wherein a pixel circuit distribution density in the first display region is less than a pixel circuit distribution density in the second display region. The display panel comprises a base substrate; a plurality of first pixel circuits, wherein the first pixel circuits are arranged on one side of the base substrate and are located in the second display region; a wire, wherein the wire is arranged on a side of the first pixel circuits that is away from the base substrate; a first light-emitting device, wherein the first light-emitting device is arranged on a side of the wire that is away from the base substrate and is located in the first display region, a first anode in the first light-emitting device comprises at least two conductive layers, and the at least two conductive layers at least comprise a first transparent electrode; and a connection line, wherein the connection line and the first transparent electrode are arranged on the same layer and are electrically connected to each other, and the wire is used for electrically connecting the first pixel circuits to the connection line, so that the first pixel circuits drive the first light-emitting device to emit light.","['H01L', '27/32']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104747&_cid=P10-L3TXGX-54087-9,METHOD AND APPARATUS FOR ACCESSING IO DEVICES,"HU, Tao","HUAWEI TECHNOLOGIES CO., LTD.",27.05.2022,"A method and apparatus for accessing IO devices. The method comprises: a first centralized controller performing object-oriented modeling on various IO devices on a vehicle to generate standard models of the various IO devices, and generating mapping configuration files of the various IO devices and the standard models (S201); generating a resource access request according to an access operation of a user, wherein the resource access request comprises a first standard model of a first IO device accessed by the user (S202); and sending the resource access request to the first IO device according to the mapping configuration files (S203). By using the method, the flexibility and reliability of the centralized controller accessing various types of IO devices can be improved.","['B60R', '16/023']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104627&_cid=P10-L3TXGX-54087-9,ORGANIC LIGHT-EMITTING DIODE AND DISPLAY PANEL,"CHEN, Lei","BOE TECHNOLOGY GROUP CO., LTD.",27.05.2022,"An organic light-emitting diode and a display panel. The organic light-emitting diode comprises: a first electrode (10), a second electrode (20), a light-emitting layer (14), a hole blocking layer (15), and an electron transport layer (16). The first electrode (10) and the second electrode (20) are arranged opposite to each other. The light-emitting layer (14) is located between the first electrode (10) and the second electrode (20). The hole blocking layer (15) is located between the light-emitting layer (14) and the second electrode (20). The electron transport layer (16) is located between the hole blocking layer (15) and the second electrode (20). The energy level difference between the HOMO energy level of the hole blocking layer (15) and the HOMO energy level of the light-emitting layer (14) is greater than or equal to 0.1 eV, and the energy level difference between the HOMO energy level of the electron transport layer (16) and the HOMO energy level of the hole blocking layer (15) is greater than or equal to 0.1 eV. Therefore, the hole blocking layer (15) and the electron transport layer (16) of the organic light-emitting diode can effectively block the transport of holes from the light-emitting layer (14) to a side of the second electrode (20), and advantageously confine the holes in the light-emitting layer (14), so that the number of electrons and the number of holes in the light-emitting layer (14) can be increased, and more electrons and holes are thus compounded in the light-emitting layer, thereby improving the light-emitting efficiency of the organic light-emitting diode.","['H01L', '51/50']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104642&_cid=P10-L3TXGX-54087-9,ELECTRONIC DEVICE AND ROTATING SHAFT MECHANISM THEREFOR,"JING, Haoran","BOE TECHNOLOGY GROUP CO., LTD.",27.05.2022,"Provided are an electronic device and a rotating shaft mechanism (10) therefor. A first fixing assembly (101) and a second fixing assembly (102) in the rotating shaft mechanism (10) are connected by means of a first connecting member (103) and a second connecting member (104). The lengths of the first connecting member (103) and the second connecting member (104) can be short, and thus, a hollow area can be reserved in the rotating shaft mechanism (10), so that an external circuit of an electronic device can pass through the hollow area and be provided in a second main body (30) of the electronic device. The second main body (30) can protect the external circuit and avoid damage to the external circuit, thereby bringing high reliability to the electronic device. Moreover, because the external circuit is disposed in the second main body (30) of the electronic device, the electronic device can be made to have a good appearance.","['F16C', '11/04']"
